Protocol,Packet_Size_Bytes,Connection_Duration_ms,Failed_Logins,Geo_Distance_km,Is_Malicious
TCP,142,190,0,536,0
TCP,101,183,0,141,0
UDP,271,396,0,352,0
UDP,1328,101,0,314,0
TCP,1013,34,0,1541,0
TCP,1533,18,0,59,0
TCP,454,198,0,217,0
TCP,1237,10,0,515,0
TCP,77,154,0,17,0
UDP,267,29,0,76,0
TCP,403,68,0,39,0
TCP,442,27,0,857,0
TCP,359,33,0,11,0
TCP,47,0,0,10,0
UDP,7,32,0,1272,0
UDP,2011,200,0,927,0
TCP,46,180,1,50,0
TCP,1250,41,1,77,0
UDP,1155,57,0,290,0
UDP,951,36,0,117,0
TCP,138,437,0,1135,0
TCP,685,197,0,248,0
TCP,45,157,0,103,0
TCP,114,192,0,24,0
UDP,162,1,0,14,0
TCP,44,71,0,857,0
TCP,294,1,0,2214,0
TCP,108,156,0,1313,0
ICMP,365,35,0,1179,0
UDP,145,92,0,717,0
ICMP,413,24,1,94,0
ICMP,59,9,0,284,0
TCP,261,32,0,16,0
TCP,43,162,0,122,0
TCP,438,6,0,213,0
UDP,52,2,0,89,0
TCP,107,212,1,189,0
TCP,86,27,0,115,0
UDP,314,13,0,55,0
TCP,562,147,0,8,0
UDP,176,102,0,97,0
TCP,97,225,0,198,0
TCP,245,192,0,224,0
TCP,96,100,0,367,0
TCP,1162,38,0,561,0
ICMP,823,4,0,846,0
TCP,1287,23,0,1506,0
UDP,115,6,0,1375,0
UDP,288,1,0,195,0
TCP,334,44,0,283,0
UDP,6934,26,8,5942,1
ICMP,772,151,0,795,0
UDP,110,106,0,175,0
UDP,416,4,0,989,0
UDP,926,41,0,265,0
ICMP,61,52,0,791,0
TCP,475,48,0,118,0
TCP,63,37,1,481,0
TCP,171,18,0,1170,0
TCP,62,214,0,431,0
UDP,2208,36,0,1601,0
TCP,4,11,0,140,0
TCP,358,19,0,3731,1
TCP,175,106,0,419,0
TCP,173,21,0,240,0
TCP,647,28,0,1751,0
TCP,40,11,0,137,0
ICMP,1842,35,1,1001,0
TCP,1687,19,0,1158,0
TCP,242,219,1,1499,0
TCP,517,116,1,2060,0
TCP,1181,126,0,481,0
TCP,1887,63,1,77,0
TCP,146,21,0,2368,0
TCP,23,20,0,532,0
ICMP,325,105,0,192,0
TCP,6,49,0,1510,0
TCP,132,12,0,479,0
ICMP,142,93,0,102,0
UDP,698,78,0,377,0
UDP,912,155,0,6,0
TCP,33,161,0,53,0
TCP,716,110,0,440,0
UDP,327,126,0,102,0
TCP,83,159,0,216,0
TCP,976,176,0,48,0
TCP,150,165,0,1641,0
TCP,18,76,0,1428,0
TCP,396,181,0,987,0
TCP,347,23,0,348,0
TCP,252,20,0,900,0
ICMP,791,110,1,209,0
TCP,2258,9,0,393,0
TCP,37,68,0,589,0
TCP,1371,173,0,37,0
UDP,672,31,0,319,0
TCP,718,38,0,615,0
TCP,312,18,0,821,0
TCP,6187,35,3,107,1
UDP,207,18,0,321,0
UDP,352,70,3,6026,1
TCP,490,40,0,135,0
TCP,1888,5,0,173,0
TCP,551,15,0,522,0
UDP,1040,184,0,261,0
TCP,732,60,0,50,0
UDP,984,70,0,959,0
UDP,53,142,0,510,0
TCP,1489,10,0,78,0
UDP,529,86,1,54,0
UDP,234,59,0,154,0
TCP,944,81,0,279,0
TCP,117,8,0,445,0
TCP,431,4,0,855,0
ICMP,371,73,0,250,0
TCP,416,231,0,205,0
UDP,116,256,0,1797,0
UDP,163,60,0,305,0
TCP,29,139,0,123,0
TCP,45,12,0,86,0
TCP,477,37,0,78,0
UDP,382,19,0,653,0
TCP,468,24,0,589,0
UDP,452,24,0,699,0
UDP,1292,24,0,69,0
UDP,248,9,0,992,0
UDP,271,15,0,26,0
TCP,721,67,0,399,0
TCP,829,36,0,1117,0
TCP,30,57,0,563,0
TCP,1378,14,0,122,0
TCP,474,13,0,631,0
TCP,279,18,0,49,0
TCP,176,3,0,541,0
TCP,1168,59,0,13,0
UDP,814,119,0,847,0
TCP,1861,69,0,82,0
TCP,38,73,1,1249,0
ICMP,216,4,0,249,0
TCP,102,59,0,79,0
UDP,2130,23,0,28,0
TCP,172,29,0,40,0
TCP,4888,80,13,5506,1
UDP,250,41,0,144,0
TCP,1171,76,0,356,0
TCP,229,140,0,120,0
TCP,5543,6,8,7091,1
TCP,845,7,1,429,0
TCP,190,80,1,1447,0
TCP,432,122,0,84,0
TCP,819,8,0,101,0
ICMP,399,146,0,490,0
TCP,6753,11,6,3832,1
TCP,109,100,0,175,0
TCP,105,57,0,75,0
TCP,346,507,0,169,0
TCP,439,62,0,1155,0
TCP,445,27,0,552,0
ICMP,347,216,0,763,0
UDP,419,159,0,730,0
UDP,57,156,0,552,0
TCP,168,31,0,745,0
TCP,199,15,0,261,0
TCP,7581,15,7,5843,1
TCP,108,52,0,285,0
TCP,3775,1,5,1574,1
UDP,1117,31,0,1085,0
UDP,8,109,0,583,0
TCP,148,57,0,285,0
TCP,229,71,0,234,0
TCP,4,72,1,3029,0
TCP,908,199,0,57,0
TCP,189,134,0,601,0
TCP,434,296,0,189,0
UDP,87,14,1,236,0
ICMP,363,5,0,787,0
TCP,295,18,1,229,0
TCP,19,114,0,2070,0
UDP,375,13,1,401,0
TCP,691,4,0,226,0
TCP,435,123,2,58,0
TCP,1385,294,0,468,0
TCP,49,40,0,200,0
TCP,736,381,0,101,0
TCP,566,17,0,1189,0
TCP,132,84,0,574,0
TCP,71,286,0,227,0
TCP,733,60,0,720,0
TCP,448,177,0,437,0
UDP,1306,331,0,372,0
TCP,2722,5,0,640,0
TCP,6,281,0,275,0
UDP,804,43,0,2907,0
TCP,524,86,0,14,0
TCP,642,120,0,463,0
TCP,399,323,0,169,0
TCP,541,112,0,1046,0
TCP,406,49,0,1077,0
ICMP,722,642,0,499,0
UDP,17,156,0,474,0
TCP,1112,24,0,263,0
TCP,1135,66,0,467,0
TCP,217,24,0,97,0
TCP,146,327,0,5,0
TCP,64,27,1,137,0
TCP,342,149,0,133,0
TCP,537,21,0,33,0
ICMP,435,40,0,25,0
TCP,80,31,0,573,0
TCP,235,197,0,293,0
TCP,803,97,0,20,0
TCP,27,58,0,309,0
UDP,91,60,0,459,0
UDP,516,108,0,1107,0
TCP,5,60,0,35,0
ICMP,218,24,0,266,0
UDP,1580,53,0,636,0
TCP,236,28,0,235,0
TCP,1125,156,0,750,0
TCP,272,117,0,26,0
TCP,422,232,0,149,0
UDP,4975,52,4,60,1
TCP,296,12,0,159,0
TCP,754,52,0,95,0
ICMP,4840,173,0,5693,1
TCP,333,68,0,84,0
TCP,666,287,1,1486,0
TCP,1307,10,1,288,0
UDP,87,57,0,180,0
TCP,267,55,0,88,0
TCP,167,77,0,721,0
TCP,1574,97,0,310,0
TCP,1061,296,0,644,0
TCP,617,48,0,383,0
UDP,925,18,0,993,0
UDP,162,15,0,25,0
TCP,603,136,1,177,0
TCP,304,94,1,131,0
TCP,471,22,0,695,0
UDP,78,116,0,267,0
TCP,859,42,0,516,0
UDP,178,174,0,10,0
TCP,47,105,0,1501,0
TCP,653,188,1,394,0
UDP,247,9,0,122,0
TCP,373,65,0,1818,0
TCP,582,23,1,17,0
UDP,43,20,0,214,0
ICMP,455,130,0,343,0
TCP,682,9,0,139,0
TCP,164,276,0,335,0
TCP,267,45,1,609,0
TCP,257,145,2,564,0
TCP,5937,88,6,4403,1
ICMP,26,212,0,3,0
TCP,43,90,0,834,0
TCP,688,95,0,469,0
TCP,512,21,1,779,0
TCP,69,121,0,495,0
UDP,74,236,0,428,0
UDP,1057,338,0,238,0
TCP,345,38,0,70,0
TCP,275,249,0,1355,0
UDP,916,197,1,1784,0
UDP,1622,264,0,70,0
TCP,129,179,0,547,0
UDP,32,155,0,952,0
TCP,273,16,0,18,0
TCP,226,258,0,112,0
TCP,836,137,0,74,0
ICMP,448,161,0,635,0
TCP,736,413,1,223,0
TCP,347,144,0,375,0
TCP,677,42,0,63,0
TCP,103,199,0,293,0
TCP,887,95,0,179,0
TCP,296,22,1,978,0
TCP,291,98,0,25,0
TCP,590,7,0,262,0
UDP,26,90,1,170,0
TCP,12,30,0,367,0
TCP,12,60,0,1201,0
UDP,181,177,0,107,0
TCP,43,90,0,513,0
UDP,888,101,0,38,0
TCP,291,14,0,1034,0
TCP,287,548,0,71,0
UDP,284,55,0,457,0
TCP,718,275,0,194,0
TCP,4869,70,2,224,1
TCP,772,386,0,532,0
TCP,2671,93,1,179,0
TCP,76,37,0,225,0
UDP,834,65,0,487,0
TCP,592,14,1,1131,0
TCP,736,247,0,266,0
TCP,379,40,0,120,0
TCP,247,27,0,167,0
TCP,1,168,0,459,0
TCP,293,119,0,1060,0
TCP,119,68,0,27,0
ICMP,154,2,0,49,0
TCP,126,14,0,244,0
TCP,619,24,0,666,0
TCP,119,63,0,54,0
UDP,4212,25,8,5194,1
TCP,242,69,0,316,0
TCP,366,59,0,328,0
TCP,51,35,0,37,0
TCP,4,103,0,152,0
TCP,97,143,0,307,0
UDP,1174,55,0,191,0
UDP,428,40,0,518,0
TCP,141,76,0,113,0
UDP,48,4,0,577,0
ICMP,250,253,0,325,0
TCP,5253,95,6,6267,1
TCP,59,3,0,1479,0
UDP,277,78,1,358,0
TCP,856,25,1,1042,0
TCP,136,103,0,61,0
TCP,254,75,1,37,0
TCP,1475,26,0,183,0
TCP,30,107,0,169,0
TCP,193,255,0,1016,0
TCP,66,72,0,260,0
TCP,21,101,0,58,0
UDP,305,141,0,366,0
TCP,313,41,0,847,0
TCP,249,192,0,91,0
TCP,94,6,0,161,0
UDP,491,66,0,381,0
UDP,481,458,0,420,0
TCP,1314,57,0,221,0
TCP,906,108,1,506,0
TCP,688,95,1,514,0
TCP,114,69,0,1033,0
UDP,50,211,0,566,0
UDP,362,330,0,786,0
TCP,259,98,0,1658,0
TCP,1604,6,0,208,0
UDP,1310,85,0,690,0
TCP,165,103,0,423,0
TCP,491,25,0,208,0
TCP,167,210,0,607,0
UDP,466,29,0,47,0
TCP,1182,94,0,69,0
TCP,242,44,0,484,0
TCP,1207,135,0,430,0
TCP,1470,55,0,76,0
TCP,71,50,1,369,0
TCP,345,206,1,36,0
TCP,47,46,0,244,0
TCP,178,74,0,240,0
TCP,85,48,0,6,0
UDP,5080,36,0,6982,1
TCP,93,6,0,108,0
TCP,206,37,0,1512,0
ICMP,217,71,0,673,0
UDP,163,53,1,882,0
TCP,277,2,0,463,0
UDP,218,14,0,898,0
UDP,211,32,0,915,0
UDP,132,22,0,815,0
TCP,225,111,0,1142,0
UDP,414,225,0,311,0
TCP,929,91,0,538,0
TCP,586,11,0,879,0
TCP,291,14,0,874,0
TCP,112,17,1,44,0
TCP,451,126,0,107,0
TCP,7125,21,0,64,1
UDP,2102,298,0,1137,0
TCP,206,63,0,61,0
TCP,458,35,0,622,0
TCP,822,38,0,426,0
UDP,180,234,1,104,0
TCP,183,5,0,126,0
TCP,190,117,0,1508,0
TCP,152,68,0,1547,0
UDP,310,21,0,712,0
TCP,1672,69,0,380,0
TCP,111,10,0,653,0
UDP,354,110,0,1027,0
UDP,20,54,0,363,0
UDP,799,31,0,259,0
TCP,191,136,0,1420,0
TCP,1305,101,0,1434,0
TCP,828,35,0,227,0
TCP,2266,119,0,303,0
UDP,2516,24,0,174,0
TCP,966,501,0,189,0
TCP,175,24,0,294,0
TCP,221,181,0,388,0
TCP,58,139,0,51,0
ICMP,238,39,0,65,0
TCP,457,38,0,738,0
TCP,46,322,0,635,0
TCP,121,22,0,1191,0
TCP,623,63,0,29,0
TCP,113,62,0,804,0
TCP,10,270,0,416,0
UDP,100,86,0,72,0
TCP,37,18,0,912,0
TCP,8096,47,0,5991,1
TCP,193,5,0,191,0
UDP,78,18,0,357,0
TCP,72,137,0,943,0
TCP,680,51,0,845,0
TCP,176,165,0,205,0
TCP,787,173,0,1250,0
ICMP,724,32,0,494,0
UDP,396,169,0,258,0
TCP,558,83,0,718,0
TCP,664,41,0,424,0
UDP,94,22,0,299,0
TCP,1873,40,0,453,0
TCP,6,354,0,338,0
TCP,222,71,0,72,0
TCP,1248,93,0,154,0
TCP,51,109,0,86,0
TCP,224,10,0,101,0
TCP,1982,288,0,303,0
TCP,29,5,0,372,0
TCP,121,45,0,381,0
TCP,56,173,0,377,0
UDP,949,41,0,103,0
UDP,835,44,0,134,0
TCP,228,7,0,977,0
TCP,346,22,0,54,0
TCP,151,107,0,348,0
UDP,616,5,1,1051,0
TCP,55,94,0,522,0
ICMP,67,4,1,5,0
UDP,4790,110,0,5,1
UDP,944,399,0,126,0
TCP,556,87,0,343,0
TCP,256,121,0,287,0
TCP,502,89,0,65,0
TCP,6,217,1,1300,0
TCP,1127,109,0,1531,0
TCP,527,80,0,682,0
TCP,96,45,0,992,0
TCP,401,107,0,242,0
TCP,146,193,0,192,0
TCP,1200,20,0,12,0
TCP,68,66,0,274,0
UDP,782,72,0,320,0
UDP,1814,65,0,52,0
TCP,63,128,0,226,0
TCP,554,135,0,219,0
UDP,119,94,0,380,0
TCP,295,33,0,1238,0
TCP,577,36,0,134,0
TCP,75,114,0,623,0
ICMP,68,7,0,1303,0
TCP,208,52,1,37,0
TCP,321,40,0,549,0
UDP,378,98,0,282,0
TCP,142,115,0,98,0
TCP,211,165,0,160,0
TCP,84,75,0,243,0
TCP,366,33,0,185,0
TCP,197,212,0,161,0
TCP,566,167,0,4355,0
TCP,1737,128,0,172,0
UDP,355,80,0,456,0
TCP,203,55,0,672,0
TCP,365,76,0,20,0
UDP,345,355,0,788,0
TCP,8,56,1,132,0
TCP,236,72,0,122,0
TCP,557,322,0,322,0
TCP,14,164,0,45,0
ICMP,401,13,0,1108,0
TCP,199,12,0,1126,0
TCP,17,32,0,40,0
TCP,280,95,0,491,0
TCP,351,29,1,844,0
TCP,156,177,0,183,0
ICMP,618,207,0,173,0
TCP,193,112,0,8,0
TCP,213,233,0,537,0
TCP,205,221,0,226,0
TCP,5,43,0,5,0
TCP,1120,2,0,310,0
TCP,569,123,0,171,0
TCP,998,157,0,402,0
TCP,601,127,0,773,0
ICMP,141,16,0,1743,0
TCP,318,84,1,795,0
ICMP,38,19,6,3572,1
TCP,17,86,0,830,0
UDP,4948,37,4,5564,1
TCP,353,138,0,17,0
TCP,143,28,0,404,0
ICMP,254,56,1,340,0
TCP,58,174,0,461,0
UDP,225,17,0,327,0
TCP,67,53,1,258,0
TCP,319,44,0,136,0
TCP,159,6,0,951,0
ICMP,149,6,0,153,0
UDP,575,100,0,401,0
TCP,866,32,0,164,0
TCP,369,31,0,265,0
TCP,1258,32,0,913,0
TCP,178,25,0,5493,1
TCP,117,45,0,32,0
TCP,100,164,0,683,0
TCP,73,50,0,120,0
TCP,770,51,0,1616,0
TCP,1192,4,0,602,0
TCP,161,1,0,1216,0
TCP,39,78,0,496,0
TCP,385,75,0,628,0
UDP,499,15,0,99,0
ICMP,758,74,0,540,0
ICMP,125,2,0,335,0
TCP,178,59,0,918,0
TCP,43,61,0,439,0
TCP,407,126,0,583,0
ICMP,704,123,0,105,0
TCP,97,487,0,794,0
TCP,531,142,0,185,0
UDP,624,133,0,95,0
ICMP,168,80,4,204,1
TCP,735,19,0,1295,0
TCP,12,28,0,668,0
TCP,32,5,0,1023,0
TCP,330,128,1,658,0
TCP,623,31,0,607,0
ICMP,557,58,0,566,0
ICMP,758,98,0,90,0
ICMP,338,35,0,198,0
TCP,608,177,0,302,0
TCP,470,281,0,86,0
TCP,174,47,0,188,0
TCP,431,44,0,1216,0
TCP,124,63,0,457,0
TCP,339,79,0,257,0
UDP,1016,45,0,112,0
UDP,160,97,0,493,0
UDP,510,66,0,66,0
TCP,959,124,0,209,0
TCP,475,63,0,1696,0
ICMP,774,144,0,420,0
TCP,711,22,0,1204,0
TCP,495,34,0,565,0
ICMP,421,89,0,476,0
TCP,233,25,0,723,0
TCP,441,47,0,748,0
TCP,28,171,1,165,0
ICMP,421,189,0,345,0
TCP,378,4,0,782,0
TCP,407,90,0,539,0
TCP,129,113,0,2752,0
TCP,391,63,0,17,0
TCP,372,99,0,946,0
UDP,205,184,0,127,0
TCP,399,0,0,880,0
TCP,110,66,7,4841,1
TCP,535,199,0,775,0
UDP,437,104,1,475,0
UDP,806,7,1,715,0
TCP,472,11,0,242,0
TCP,498,253,0,597,0
TCP,2194,52,1,791,0
TCP,468,216,0,970,0
TCP,1517,81,0,320,0
TCP,522,66,0,114,0
TCP,554,116,0,249,0
TCP,1105,7,0,684,0
TCP,1240,107,0,360,0
TCP,422,307,0,446,0
UDP,147,96,0,1030,0
TCP,73,181,0,180,0
TCP,614,1,0,1946,0
UDP,367,238,0,180,0
TCP,307,38,0,242,0
TCP,516,4,0,1431,0
TCP,595,117,0,99,0
UDP,51,30,0,295,0
TCP,131,206,8,899,1
ICMP,6607,371,0,447,1
UDP,53,88,0,138,0
ICMP,1096,117,1,543,0
TCP,274,1,0,181,0
TCP,108,142,0,844,0
TCP,61,7,0,430,0
TCP,5,4,1,1444,0
TCP,250,22,0,580,0
TCP,22,50,0,623,0
TCP,1104,180,0,25,0
TCP,56,167,0,500,0
TCP,16,16,1,407,0
TCP,310,40,0,611,0
TCP,113,9,0,49,0
TCP,182,154,0,241,0
TCP,17,5,0,588,0
TCP,416,94,1,130,0
TCP,1350,167,0,449,0
TCP,1069,30,1,56,0
TCP,227,248,0,691,0
TCP,540,93,0,350,0
TCP,862,62,1,323,0
TCP,79,171,0,102,0
TCP,481,109,0,563,0
TCP,508,191,0,331,0
UDP,318,155,0,424,0
TCP,248,7,0,151,0
TCP,386,213,0,114,0
TCP,1,10,0,101,0
TCP,200,159,0,1466,0
TCP,666,27,0,32,0
ICMP,237,63,1,513,0
TCP,163,417,0,389,0
TCP,498,120,0,314,0
TCP,1009,148,0,965,0
UDP,189,28,1,213,0
TCP,9,187,0,333,0
TCP,70,12,1,427,0
TCP,280,44,0,27,0
TCP,466,97,0,340,0
TCP,21,319,0,1813,0
UDP,329,127,1,75,0
TCP,116,170,0,186,0
UDP,828,44,0,763,0
TCP,391,54,0,529,0
TCP,308,70,0,43,0
ICMP,440,5,0,144,0
UDP,76,113,0,1061,0
UDP,293,83,0,106,0
UDP,413,8,0,235,0
TCP,260,108,0,221,0
UDP,928,38,0,905,0
TCP,64,91,0,655,0
UDP,4159,0,1,3711,1
TCP,1947,6,0,149,0
TCP,1004,9,0,638,0
UDP,2144,164,0,502,0
TCP,1576,29,0,168,0
TCP,335,39,0,251,0
TCP,1005,169,0,1881,0
TCP,575,265,0,8,0
UDP,58,271,0,982,0
UDP,625,153,0,50,0
TCP,524,25,0,19,0
UDP,10,111,0,708,0
TCP,334,130,0,1145,0
TCP,193,135,1,325,0
ICMP,453,46,0,187,0
TCP,69,58,0,226,0
TCP,149,100,0,339,0
TCP,138,562,0,330,0
TCP,200,79,0,245,0
TCP,313,6,0,7,0
TCP,546,49,0,36,0
TCP,168,207,0,257,0
TCP,1031,29,0,270,0
TCP,708,237,0,400,0
UDP,81,174,0,369,0
TCP,1134,26,0,186,0
ICMP,520,118,0,297,0
TCP,382,95,0,610,0
TCP,153,28,1,33,0
TCP,548,99,0,26,0
UDP,195,27,0,113,0
TCP,421,114,0,735,0
ICMP,432,96,0,63,0
TCP,402,114,0,198,0
UDP,371,68,0,428,0
UDP,1031,208,0,361,0
TCP,154,226,0,764,0
TCP,865,174,0,251,0
TCP,78,46,0,652,0
TCP,60,135,0,194,0
TCP,288,58,0,207,0
UDP,992,100,0,78,0
TCP,82,22,0,587,0
TCP,1231,48,0,1432,0
TCP,109,20,0,371,0
UDP,403,123,0,231,0
TCP,48,153,0,578,0
TCP,2866,32,0,68,0
TCP,7051,44,4,6558,1
TCP,5052,74,0,4449,1
UDP,255,0,1,800,0
TCP,295,6,0,534,0
TCP,1156,64,0,19,0
UDP,311,61,0,43,0
TCP,899,32,0,177,0
TCP,91,138,0,295,0
TCP,719,68,0,133,0
UDP,429,136,0,1055,0
TCP,390,394,0,28,0
UDP,392,100,0,1603,0
UDP,481,111,0,551,0
TCP,254,84,0,814,0
UDP,1069,22,0,22,0
UDP,4402,57,6,636,1
TCP,407,141,0,350,0
UDP,878,6,0,693,0
UDP,271,9,0,620,0
ICMP,460,30,0,934,0
TCP,366,95,1,163,0
TCP,541,116,0,574,0
UDP,34,46,0,1178,0
UDP,714,7,0,314,0
TCP,321,77,0,875,0
UDP,5,158,1,357,0
TCP,428,41,0,965,0
TCP,39,4,0,397,0
TCP,570,168,0,122,0
UDP,390,192,0,344,0
TCP,37,58,0,1158,0
UDP,157,43,0,86,0
TCP,307,85,0,103,0
UDP,222,7,0,1179,0
TCP,766,86,0,38,0
ICMP,817,37,0,1640,0
TCP,949,135,0,418,0
TCP,90,5,0,11,0
TCP,582,103,0,876,0
TCP,255,213,0,889,0
TCP,266,269,1,1053,0
UDP,1273,98,0,333,0
TCP,789,17,0,13,0
TCP,1055,137,0,366,0
TCP,172,22,0,51,0
TCP,729,24,0,315,0
TCP,650,8,0,301,0
TCP,1016,284,0,380,0
UDP,215,14,0,166,0
UDP,89,85,0,767,0
TCP,598,1,2,31,0
TCP,275,221,0,570,0
ICMP,503,10,0,632,0
TCP,52,28,1,6,0
UDP,412,1,0,286,0
UDP,111,46,0,722,0
UDP,22,33,0,590,0
UDP,243,50,0,903,0
TCP,102,26,0,1286,0
TCP,162,77,0,433,0
UDP,590,103,1,128,0
TCP,242,21,0,1685,0
TCP,333,38,1,60,0
UDP,667,20,0,64,0
UDP,1198,94,0,134,0
ICMP,4869,111,0,4683,1
TCP,199,5,0,126,0
TCP,452,9,0,230,0
UDP,184,97,0,13,0
TCP,488,205,0,1064,0
TCP,353,22,0,526,0
ICMP,322,59,0,1468,0
UDP,8,17,0,286,0
TCP,555,47,0,146,0
TCP,520,206,1,128,0
ICMP,173,41,0,291,0
UDP,602,40,1,390,0
UDP,398,35,0,400,0
TCP,1276,31,0,780,0
TCP,577,130,0,929,0
UDP,420,249,0,388,0
UDP,434,85,0,1159,0
ICMP,777,447,1,61,0
TCP,9,40,0,2750,0
TCP,446,68,0,6,0
TCP,98,24,0,105,0
UDP,208,144,3,20,1
TCP,65,192,0,88,0
TCP,825,8,0,431,0
ICMP,509,7,1,131,0
TCP,251,47,0,261,0
TCP,281,8,0,689,0
TCP,824,152,1,26,0
UDP,1449,57,0,558,0
TCP,638,48,0,154,0
UDP,184,38,0,1447,0
TCP,139,77,1,1040,0
TCP,309,184,0,590,0
TCP,69,102,0,316,0
UDP,11,255,0,1651,0
TCP,292,101,0,1226,0
TCP,85,334,0,75,0
TCP,2210,199,0,108,0
TCP,1808,30,0,543,0
UDP,2,103,0,562,0
UDP,470,8,0,48,0
UDP,213,226,0,122,0
ICMP,4901,197,1,225,1
ICMP,22,39,0,900,0
UDP,1116,13,0,671,0
TCP,57,242,0,473,0
TCP,93,11,0,440,0
TCP,313,6,0,196,0
UDP,244,126,0,513,0
TCP,98,207,0,798,0
TCP,212,96,0,1066,0
ICMP,483,77,0,756,0
TCP,239,65,0,519,0
TCP,705,94,0,268,0
UDP,149,43,0,232,0
UDP,848,137,0,117,0
ICMP,127,131,0,246,0
TCP,1843,42,1,116,0
TCP,159,175,0,415,0
TCP,398,3,0,160,0
TCP,663,51,0,122,0
TCP,31,240,0,268,0
TCP,158,102,0,112,0
TCP,1288,35,0,53,0
TCP,491,501,1,986,0
TCP,796,62,0,166,0
TCP,237,34,0,1728,0
TCP,178,28,0,565,0
TCP,188,19,0,453,0
TCP,1668,227,0,384,0
TCP,1393,25,0,31,0
TCP,7,118,0,633,0
UDP,98,201,0,20,0
TCP,840,90,0,26,0
UDP,1244,165,0,151,0
TCP,671,113,1,625,0
TCP,587,80,1,150,0
ICMP,188,244,1,120,0
TCP,1832,125,0,75,0
UDP,636,73,1,347,0
TCP,1052,201,0,804,0
TCP,73,1,9,5055,1
TCP,234,265,0,401,0
TCP,710,228,0,738,0
TCP,700,205,0,578,0
TCP,310,19,0,34,0
TCP,306,19,0,356,0
UDP,315,76,0,249,0
TCP,991,37,0,151,0
TCP,85,62,0,41,0
UDP,752,11,0,1195,0
UDP,749,46,0,434,0
UDP,919,29,0,547,0
TCP,1441,113,0,992,0
UDP,527,219,1,956,0
TCP,229,28,8,5016,1
TCP,304,82,0,624,0
TCP,295,41,0,124,0
TCP,133,3,1,66,0
UDP,545,10,1,320,0
TCP,376,39,0,109,0
TCP,853,31,0,994,0
UDP,34,48,0,1534,0
UDP,660,99,11,5248,1
TCP,589,403,0,161,0
TCP,359,53,0,243,0
TCP,85,33,0,198,0
TCP,79,220,1,449,0
TCP,535,18,0,65,0
TCP,870,9,0,59,0
UDP,117,129,0,1758,0
TCP,63,2,0,176,0
TCP,118,8,0,651,0
TCP,280,307,0,1120,0
TCP,14,59,1,45,0
TCP,832,1,0,380,0
TCP,241,51,0,105,0
TCP,349,46,0,536,0
TCP,123,83,0,770,0
ICMP,3466,3,1,84,0
TCP,504,227,0,35,0
UDP,964,102,0,833,0
TCP,100,112,0,189,0
TCP,125,299,0,350,0
UDP,1146,44,1,443,0
TCP,236,99,0,1437,0
TCP,457,183,0,94,0
TCP,463,53,0,46,0
UDP,260,2,0,130,0
UDP,290,54,1,1033,0
TCP,280,25,0,1506,0
UDP,194,59,0,980,0
TCP,1435,20,0,29,0
TCP,276,129,0,599,0
TCP,1246,122,0,1439,0
TCP,760,26,0,47,0
TCP,4786,118,5,4349,1
TCP,3791,111,9,5708,1
ICMP,702,142,0,338,0
UDP,317,150,0,538,0
TCP,17,68,0,922,0
ICMP,536,96,1,1070,0
TCP,703,50,0,56,0
TCP,23,97,0,54,0
TCP,157,257,0,624,0
TCP,84,185,0,12,0
TCP,1652,5,0,348,0
TCP,145,12,0,199,0
TCP,322,74,0,354,0
TCP,1818,5,0,576,0
TCP,128,37,0,47,0
UDP,117,76,0,1084,0
TCP,392,35,0,107,0
TCP,930,66,0,789,0
TCP,316,67,0,44,0
ICMP,23,54,0,178,0
TCP,476,116,0,274,0
TCP,89,41,0,52,0
TCP,36,17,0,1147,0
ICMP,954,215,0,467,0
TCP,550,6,0,464,0
TCP,180,80,0,45,0
TCP,1265,38,0,1003,0
TCP,843,194,0,845,0
UDP,1122,4,0,24,0
UDP,182,309,7,706,1
TCP,721,8,0,253,0
TCP,17,82,0,565,0
ICMP,632,38,0,1083,0
TCP,918,74,0,265,0
ICMP,147,16,1,293,0
TCP,10,102,0,4,0
UDP,1050,578,0,115,0
UDP,6,78,0,145,0
TCP,90,94,0,275,0
UDP,580,87,0,762,0
TCP,100,51,1,323,0
TCP,941,8,0,80,0
UDP,1308,73,0,342,0
TCP,329,76,0,158,0
UDP,81,50,0,843,0
TCP,245,139,0,55,0
ICMP,227,125,0,580,0
TCP,49,428,0,5,0
TCP,181,486,0,621,0
UDP,482,156,0,696,0
TCP,57,298,0,144,0
TCP,259,142,0,964,0
TCP,589,48,0,890,0
UDP,1373,163,0,765,0
ICMP,77,115,0,234,0
ICMP,162,388,0,240,0
TCP,227,122,0,2030,0
UDP,725,108,0,391,0
TCP,340,7,0,17,0
TCP,350,34,0,865,0
TCP,385,53,0,520,0
TCP,220,4,0,260,0
TCP,1996,293,0,321,0
TCP,988,271,0,55,0
ICMP,239,83,0,1020,0
TCP,314,2,1,208,0
TCP,39,0,0,1500,0
TCP,546,18,0,484,0
TCP,897,2,0,1215,0
TCP,684,197,1,16,0
TCP,244,350,0,271,0
TCP,672,101,1,335,0
TCP,934,22,0,21,0
UDP,712,14,0,606,0
ICMP,746,204,1,291,0
TCP,913,19,0,616,0
UDP,111,301,0,305,0
TCP,534,25,0,320,0
ICMP,767,153,0,606,0
UDP,518,612,0,362,0
UDP,27,10,0,157,0
UDP,1600,118,0,68,0
TCP,420,11,0,1042,0
